f_property_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_since_last,d_,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_hot_tub,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_trash_compactor,d_waterfront,d_window_ac_unit,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_fridge,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_bodygel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_host_is_superhost,d_host_identity_verified,local_price,id,neighbourhood_cleansed,room_type,property_type,ln_price,flag_n_bedrooms,flag_review_scores_rating,flag_reviews_per_month,flag_days_since_last,f_bathroom,f_bedrooms,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
apartment,Beyoglu,44.24778761061947,5,1,1,1,5,1,0.3,1,0,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,600,52358480,Beyoglu,Entire home/apt,apartment,3.789805372703897,0,0,0,0,1,2,1,2,2,1
condo,Bagcilar,69.46902654867256,2,1,1,1,4.82,0,0.8,1,365,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,942,52378680,Bagcilar,Entire home/apt,condo,4.240880992064113,0,1,1,1,1,2,1,2,1,1
condo,Besiktas,25.81120943952802,4,1,1,2,4,2,0.66,3,348,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,350,52380950,Besiktas,Entire home/apt,condo,3.2508088719712096,0,0,0,0,1,2,1,2,2,1
condo,Pendik,25.29498525073746,2,1,1,2,4.82,0,0.8,1,182,37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,343,52382737,Pendik,Entire home/apt,condo,3.2306061646536905,0,1,1,1,1,2,1,2,1,1
condo,Beyoglu,56.637168141592916,2,1,1,1,5,1,0.33,3,266,91,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,768,52395594,Beyoglu,Entire home/apt,condo,4.0366654506354225,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,44.24778761061947,4,1,1,1,4.82,0,0.8,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,600,52401063,Beyoglu,Entire home/apt,apartment,3.789805372703897,0,1,1,1,1,2,1,2,1,1
condo,Beyoglu,53.46607669616519,2,1,1,1,4.82,0,0.8,3,185,37,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,725,52402825,Beyoglu,Entire home/apt,condo,3.9790473723424253,0,1,1,1,1,2,1,2,1,1
apartment,Fatih,41.150442477876105,2,1,1,1,4.86,7,2.44,1,362,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,558,52403244,Fatih,Entire home/apt,apartment,3.7172346798690614,0,0,0,0,1,2,1,2,2,1
apartment,Fatih,62.68436578171091,5,1,2,8,4.91,11,3.67,1,349,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,850,52403600,Fatih,Entire home/apt,apartment,4.138112066972113,0,0,0,0,1,2,3,2,2,1
apartment,Sisli,68.80530973451327,4,1,1,2,4.82,0,0.8,1,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,933,52406835,Sisli,Entire home/apt,apartment,4.231280918335094,0,1,1,1,1,2,1,2,1,1
apartment,Kadikoy,34.95575221238938,2,1,1,1,4.82,0,0.8,1,0,37,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,474,52415669,Kadikoy,Entire home/apt,apartment,3.554083039182827,0,1,1,1,1,2,1,2,1,1
loft,Sisli,23.23008849557522,2,1,1,1,5,2,0.92,3,356,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,315,52423076,Sisli,Entire home/apt,loft,3.1454483563133837,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,13.274336283185841,4,1,1,4,4.82,0,0.8,15,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,180,52423756,Esenyurt,Entire home/apt,apartment,2.585832568377961,0,1,1,1,1,2,2,2,1,2
condo,Atasehir,42.551622418879056,3,1,1,1,5,2,0.68,4,361,13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,577,52435007,Atasehir,Entire home/apt,condo,3.75071798399585,0,0,0,0,1,2,1,2,2,1
condo,Bahcelievler,50.442477876106196,4,1,1,1,4.82,0,0.8,1,343,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,684,52441767,Bahcelievler,Entire home/apt,condo,3.920833635110301,0,1,1,1,1,2,1,2,1,1
apartment,Fatih,67.55162241887905,5,1,1,3,4.82,0,0.8,1,361,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,916,52448308,Fatih,Entire home/apt,apartment,4.212892082161881,0,1,1,1,1,2,2,2,1,1
condo,Kadikoy,44.24778761061947,4,1,1,1,4.82,0,0.8,3,365,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,600,52449409,Kadikoy,Entire home/apt,condo,3.789805372703897,0,1,1,1,1,2,1,2,1,1
condo,Esenyurt,39.08554572271386,6,2,2,6,4.67,3,1.23,3,93,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,530,52451068,Esenyurt,Entire home/apt,condo,3.665752724033918,0,0,0,0,2,2,3,2,2,1
condo,Pendik,55.309734513274336,2,1,1,2,4.82,0,0.8,1,365,37,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,750,52451858,Pendik,Entire home/apt,condo,4.012948924018106,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,42.33038348082596,5,1,2,2,4.82,0,0.8,1,359,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,574,52465524,Beyoglu,Entire home/apt,apartment,3.745505113807317,0,1,1,1,1,2,1,2,1,1
condo,Bagcilar,58.99705014749262,2,1,1,1,4.82,0,0.8,1,365,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,800,52490456,Bagcilar,Entire home/apt,condo,4.077487445155677,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,67.18289085545723,6,2,2,2,4.82,0,0.8,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,911,52499574,Beyoglu,Entire home/apt,apartment,4.207418614747709,0,1,1,1,2,2,1,2,1,1
condo,Kagithane,35.39823008849557,3,1,2,1,5,1,0.44,1,357,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,480,52501867,Kagithane,Entire home/apt,condo,3.5666618213896872,0,0,0,0,1,2,1,2,2,1
apartment,Kadikoy,37.684365781710916,2,1,1,1,4.73,11,3.71,1,82,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,511,52503100,Kadikoy,Entire home/apt,apartment,3.629245307691455,0,0,0,0,1,2,1,2,2,1
condo,Bagcilar,36.87315634218289,4,2,2,2,4.82,0,0.8,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,500,52504771,Bagcilar,Entire home/apt,condo,3.607483815909942,0,1,1,1,2,2,1,2,1,1
condo,Eyup,51.62241887905604,5,1,3,3,5,2,1.3,2,254,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,700,52513305,Eyup,Entire home/apt,condo,3.943956052531155,0,0,0,0,1,3,2,2,2,1
loft,Esenyurt,25,2,1,0,2,5,1,1,7,333,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,339,52514892,Esenyurt,Entire home/apt,loft,3.2188758248682006,0,0,0,0,1,1,1,2,2,1
apartment,Beyoglu,44.32153392330383,2,1,1,1,5,1,0.41,1,362,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,601,52520603,Beyoglu,Entire home/apt,apartment,3.791470652022958,0,0,0,0,1,2,1,2,2,1
loft,Bahcelievler,25.81120943952802,5,1,2,3,4.82,0,0.8,30,365,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,350,52520981,Bahcelievler,Entire home/apt,loft,3.2508088719712096,0,1,1,1,1,2,2,2,1,3
apartment,Atasehir,44.91150442477876,5,3,2,2,5,4,1.46,3,348,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,609,52540742,Atasehir,Entire home/apt,apartment,3.8046939851976473,0,0,0,0,2,2,1,2,2,1
apartment,Bagcilar,32.52212389380531,4,1,1,1,4.82,0,0.8,4,333,37,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,441,52544146,Bagcilar,Entire home/apt,apartment,3.481920592934596,0,1,1,1,1,2,1,2,1,1
condo,Beyoglu,33.775811209439524,2,1,1,1,5,5,1.72,10,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,458,52544656,Beyoglu,Entire home/apt,condo,3.5197449016019355,0,0,0,0,1,2,1,2,2,1
condo,Kucukcekmece,32.89085545722714,2,1,1,3,5,2,2,1,350,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,446,52545112,Kucukcekmece,Entire home/apt,condo,3.4931946695078144,0,0,0,0,1,2,2,2,2,1
condo,Bagcilar,30.3834808259587,3,1,1,1,5,1,0.44,3,211,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,412,52563379,Bagcilar,Entire home/apt,condo,3.413899066837277,0,0,0,0,1,2,1,2,2,1
condo,Esenyurt,45.57522123893805,4,2.5,2,3,5,2,1.46,7,365,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,618,52569475,Esenyurt,Entire home/apt,condo,3.819364174945441,0,0,0,0,2,2,2,2,2,1
condo,Bagcilar,30.162241887905605,3,1,1,1,4.5,2,0.98,3,361,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,409,52576641,Bagcilar,Entire home/apt,condo,3.4065908735305523,0,0,0,0,1,2,1,2,2,1
condo,Kucukcekmece,58.6283185840708,3,1,1,1,5,2,0.77,2,351,62,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,795,52577228,Kucukcekmece,Entire home/apt,condo,4.071217832142082,0,0,0,0,1,2,1,2,2,1
condo,Kucukcekmece,22.123893805309734,3,1,1,1,4.82,0,0.8,1,356,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,300,52577790,Kucukcekmece,Entire home/apt,condo,3.0966581921439515,0,1,1,1,1,2,1,2,1,1
condo,Atasehir,42.99410029498525,4,1,1,3,4.82,0,0.8,1,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,583,52589962,Atasehir,Entire home/apt,condo,3.761062903838243,0,1,1,1,1,2,2,2,1,1
condo,Bagcilar,37.83185840707964,4,1,1,1,5,7,2.59,3,339,27,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,513,52590566,Bagcilar,Entire home/apt,condo,3.63315156265852,0,0,0,0,1,2,1,2,2,1
condo,Umraniye,40.56047197640118,2,1,1,1,4.82,0,0.8,13,365,37,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,550,52591223,Umraniye,Entire home/apt,condo,3.7027939957142673,0,1,1,1,1,2,1,2,1,2
condo,Bagcilar,36.72566371681416,3,1,1,2,4.82,0,0.8,3,364,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,498,52591229,Bagcilar,Entire home/apt,condo,3.6034757945124034,0,1,1,1,1,2,1,2,1,1
condo,Kadikoy,39.15929203539823,2,1,1,1,4.86,14,4.94,2,336,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,531,52599339,Kadikoy,Entire home/apt,condo,3.6676377387296895,0,0,0,0,1,2,1,2,2,1
condo,Basaksehir,57.153392330383475,6,2,2,3,5,1,1,7,365,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,775,52605148,Basaksehir,Entire home/apt,condo,4.0457387468410975,0,0,0,0,2,2,2,2,2,1
condo,Kucukcekmece,31.63716814159292,3,1,1,1,4.82,0,0.8,7,365,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,429,52607654,Kucukcekmece,Entire home/apt,condo,3.4543326364157676,0,1,1,1,1,2,1,2,1,1
condo,Bagcilar,25.81120943952802,4,1,2,3,4.82,0,0.8,90,365,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,350,52621958,Bagcilar,Entire home/apt,condo,3.2508088719712096,0,1,1,1,1,2,2,2,1,3
