f_property_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_since_last,d_,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_beachfront,d_bed_linens,d_bidet,d_bikes,d_board_games,d_bread_maker,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_fire_pit,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_lake_access,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_mosquito_net,d_outdoor_dining_area,d_outdoor_furniture,d_outdoor_shower,d_outlet_covers,d_pool,d_private_entrance,d_private_hot_tub,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_shared_pool,d_single_level_home,d_smoke_alarm,d_toaster,d_trash_compactor,d_waterfront,d_window_ac_unit,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_fridge,d_coffee_machine,d_have_gril,d_free_parking_on_premises,d_free_parking_on_street,d_paid_parking_on_premises,d_paid_parking_off_premises,d_wifi,d_have_cable,d_have_tv,d_have_sound_system,d_shampoo_conditioner,d_bodygel,d_have_washer,d_have_dryer,d_have_iron,d_have_heating,d_have_air_condfan,d_balcony,d_have_garden,d_have_breakfast,d_have_workoffice,d_have_fitnessgym,d_family_friendly,d_have_fireplace,d_have_clothing_storage,d_host_is_superhost,d_host_identity_verified,local_price,id,neighbourhood_cleansed,room_type,property_type,ln_price,flag_n_bedrooms,flag_review_scores_rating,flag_reviews_per_month,flag_days_since_last,f_bathroom,f_bedrooms,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
condo,Bagcilar,37.97935103244838,5,2,2,3,4.83,6,0.25,3,354,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,515,41030871,Bagcilar,Entire home/apt,condo,3.6370426181514866,0,0,0,0,2,2,2,2,2,1
condo,Bagcilar,42.256637168141594,5,2,2,3,4.57,15,0.68,3,350,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,573,41038471,Bagcilar,Entire home/apt,condo,3.74376143420249,0,0,0,0,2,2,2,2,2,1
apartment,Besiktas,33.55457227138643,4,1,2,3,5,1,0.05,3,17,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,455,41040458,Besiktas,Entire home/apt,apartment,3.513173136438701,0,0,0,0,1,2,2,2,2,1
condo,Esenyurt,37.97935103244838,4,1,1,4,4.82,0,0.8,3,365,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,515,41040827,Esenyurt,Entire home/apt,condo,3.6370426181514866,0,1,1,1,1,2,2,2,1,1
apartment,Besiktas,39.67551622418879,2,1,1,1,4.39,36,1.48,2,164,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,538,41041923,Besiktas,Entire home/apt,apartment,3.680734277649535,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,42.10914454277286,2,1.5,1,1,5,8,0.35,7,356,44,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,571,41053638,Beyoglu,Entire home/apt,apartment,3.7402649271437607,0,0,0,0,2,2,1,2,2,1
apartment,Beyoglu,38.716814159292035,4,1,1,1,4.82,0,0.8,500,365,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,525,41071555,Beyoglu,Entire home/apt,apartment,3.656273980079374,0,1,1,1,1,2,1,2,1,3
apartment,Fatih,30.3834808259587,4,1,1,2,1,1,0.34,1,365,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,412,41085670,Fatih,Entire home/apt,apartment,3.413899066837277,0,0,0,0,1,2,1,1,2,1
condo,Umraniye,49.41002949852507,3,1,1,1,5,7,0.31,13,318,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,670,41117372,Umraniye,Entire home/apt,condo,3.9001534298727623,0,0,0,0,1,2,1,2,2,2
condo,Basaksehir,47.935103244837755,4,1,1,1,3,1,0.04,15,365,730,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,650,41174281,Basaksehir,Entire home/apt,condo,3.8698480803774333,0,0,0,0,1,2,1,1,2,2
apartment,Besiktas,36.87315634218289,6,1,0,1,4.82,0,0.8,7,175,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,500,41177240,Besiktas,Entire home/apt,apartment,3.607483815909942,0,1,1,1,1,1,1,2,1,1
condo,Atasehir,46.68141592920354,3,1,1,1,4.82,0,0.8,15,267,37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,633,41232110,Atasehir,Entire home/apt,condo,3.843346139631927,0,1,1,1,1,2,1,2,1,2
apartment,Beyoglu,52.72861356932153,4,1,1,3,4.44,18,0.82,1,361,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,715,41301309,Beyoglu,Entire home/apt,apartment,3.965158260181758,0,0,0,0,1,2,2,2,2,1
apartment,Beyoglu,56.78466076696165,4,1,1,3,3.5,2,0.13,1,361,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,770,41334711,Beyoglu,Entire home/apt,apartment,4.03926623233548,0,0,0,0,1,2,2,1,2,1
apartment,Beyoglu,56.78466076696165,4,1,1,2,4.38,32,1.84,1,361,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,770,41334760,Beyoglu,Entire home/apt,apartment,4.03926623233548,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,40.19174041297935,3,1,1,2,4.44,16,0.68,1,363,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,545,41336317,Beyoglu,Entire home/apt,apartment,3.6936615121509946,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,30.3834808259587,4,1,2,3,0,1,0.04,1,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,412,41336819,Sisli,Entire home/apt,apartment,3.413899066837277,0,0,0,0,1,2,2,1,2,1
apartment,Beyoglu,57.00589970501475,2,1,1,1,4.82,0,0.8,1,178,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,773,41341006,Beyoglu,Entire home/apt,apartment,4.0431547660751725,0,1,1,1,1,2,1,2,1,1
apartment,Beylikduzu,25,2,1,1,1,4.82,0,0.8,1,179,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,339,41378775,Beylikduzu,Entire home/apt,apartment,3.2188758248682006,0,1,1,1,1,2,1,2,1,1
apartment,Beyoglu,37.97935103244838,6,1,2,3,4.82,0,0.8,3,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,515,41379428,Beyoglu,Entire home/apt,apartment,3.6370426181514866,0,1,1,1,1,2,2,2,1,1
loft,Avcilar,33.1858407079646,2,1,1,1,4.83,6,0.25,30,298,490,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,450,41430244,Avcilar,Entire home/apt,loft,3.5021233002521157,0,0,0,0,1,2,1,2,2,3
loft,Beyoglu,35.02949852507375,2,1,1,1,4.55,11,0.48,2,212,384,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,475,41442664,Beyoglu,Entire home/apt,loft,3.556190521522392,0,0,0,0,1,2,1,2,2,1
apartment,Pendik,32.743362831858406,2,1,0,1,4.44,80,3.67,1,362,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,444,41544596,Pendik,Entire home/apt,apartment,3.4887002799199753,0,0,0,0,1,1,1,2,3,1
condo,Umraniye,49.41002949852507,4,1,1,2,5,7,0.33,13,331,45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,670,41578596,Umraniye,Entire home/apt,condo,3.9001534298727623,0,0,0,0,1,2,1,2,2,2
apartment,Besiktas,33.11209439528024,2,1,1,2,4.26,23,1.4,1,362,20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,449,41588721,Besiktas,Entire home/apt,apartment,3.4998986052300047,0,0,0,0,1,2,1,2,2,1
apartment,Esenyurt,48.451327433628315,3,1,1,2,4.82,0,0.8,1,363,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,657,41631683,Esenyurt,Entire home/apt,apartment,3.8805597359723607,0,1,1,1,1,2,1,2,1,1
apartment,Esenyurt,50.073746312684364,3,1,1,1,3,1,0.06,1,362,510,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,679,41632630,Esenyurt,Entire home/apt,apartment,3.9134968450464465,0,0,0,0,1,2,1,1,2,1
apartment,Esenyurt,30.01474926253687,2,1,1,1,2,1,0.06,1,178,495,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,407,41633065,Esenyurt,Entire home/apt,apartment,3.401688902930345,0,0,0,0,1,2,1,1,2,1
condo,Basaksehir,49.41002949852507,4,1,1,2,4.82,0,0.8,5,91,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,670,41648983,Basaksehir,Entire home/apt,condo,3.9001534298727623,0,1,1,1,1,2,1,2,1,1
apartment,Besiktas,43.95280235988201,3,1,1,2,4,1,0.25,1,362,117,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,596,41653221,Besiktas,Entire home/apt,apartment,3.7831163845531,0,0,0,0,1,2,1,2,2,1
apartment,Gaziosmanpasa,58.99705014749262,2,1,1,1,5,3,0.13,200,365,440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,800,41664555,Gaziosmanpasa,Entire home/apt,apartment,4.077487445155677,0,0,0,0,1,2,1,2,2,3
apartment,Atasehir,42.33038348082596,4,1,1,4,5,22,0.97,3,343,60,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,574,41664707,Atasehir,Entire home/apt,apartment,3.745505113807317,0,0,0,0,1,2,2,2,2,1
condo,Esenyurt,29.646017699115042,3,1,1,1,4.82,0,0.8,4,91,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,402,41675434,Esenyurt,Entire home/apt,condo,3.3893278061067713,0,1,1,1,1,2,1,2,1,1
apartment,Maltepe,28.244837758112094,4,1,2,2,4.94,18,0.77,1,148,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,383,41677320,Maltepe,Entire home/apt,apartment,3.3409107066683963,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,47.27138643067846,4,1,1,2,4.82,0,0.8,3,87,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,641,41702522,Beyoglu,Entire home/apt,apartment,3.8559051744084205,0,1,1,1,1,2,1,2,1,1
loft,Sisli,64.52802359882006,6,1,1,1,4.82,0,0.8,7,365,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,875,41710722,Sisli,Entire home/apt,loft,4.167099603845365,0,1,1,1,1,2,1,2,1,1
condo,Fatih,33.1858407079646,6,1,0,2,4.82,0,0.8,7,364,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,450,41749734,Fatih,Entire home/apt,condo,3.5021233002521157,0,1,1,1,1,1,1,2,1,1
apartment,Besiktas,35.54572271386431,2,1,1,1,4.42,52,2.28,1,353,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,482,41757513,Besiktas,Entire home/apt,apartment,3.570819831538351,0,0,0,0,1,2,1,2,2,1
condo,Gungoren,40.92920353982301,3,1,1,2,4.88,25,1.08,3,99,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,555,41758056,Gungoren,Entire home/apt,condo,3.711843831234185,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,54.793510324483776,2,1,1,1,4.93,27,1.2,3,79,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,743,41816934,Beyoglu,Entire home/apt,apartment,4.003571762205509,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,37.97935103244838,6,1,2,3,4.82,0,0.8,3,365,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,515,41837331,Beyoglu,Entire home/apt,apartment,3.6370426181514866,0,1,1,1,1,2,2,2,1,1
condo,Bagcilar,49.41002949852507,3,1,1,2,4.82,0,0.8,5,91,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,670,41842859,Bagcilar,Entire home/apt,condo,3.9001534298727623,0,1,1,1,1,2,1,2,1,1
loft,Beyoglu,30.088495575221238,3,1,1,2,4.5,4,0.18,3,182,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,408,41851123,Beyoglu,Entire home/apt,loft,3.404142891891912,0,0,0,0,1,2,1,2,2,1
apartment,Beyoglu,42.84660766961652,2,1,1,1,4.5,14,0.78,1,85,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,581,41921606,Beyoglu,Entire home/apt,apartment,3.7576264743396615,0,0,0,0,1,2,1,2,2,1
loft,Beyoglu,57.153392330383475,4,1,1,1,5,1,0.07,1,87,429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,775,41922210,Beyoglu,Entire home/apt,loft,4.0457387468410975,0,0,0,0,1,2,1,2,2,1
apartment,Sisli,37.97935103244838,3,1,1,2,4.82,0,0.8,1,178,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,515,41937234,Sisli,Entire home/apt,apartment,3.6370426181514866,0,1,1,1,1,2,1,2,1,1
